StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q61,Q95,Q46,Q47,Q48,Q319,Q369,Q348_14,Q349_14,Q350_1,Q354_14,Q355_14,Q356_1,Q262_14,Q325_14,Q326_1,Q345_14,Q346_14,Q347_1,Q260_14,Q312_14,Q320_1,Q357_14,Q358_14,Q359_1,Q336_14,Q337_14,Q338_1,Q333_14,Q334_14,Q335_1,Q330_14,Q364_14,Q332_1,Q388_14,Q389_14,Q390_1,Q391_14,Q392_14,Q393_1,Q394_14,Q395_14,Q396_1,Q397_14,Q398_14,Q399_1,Q400_14,Q401_14,Q402_1,Q403_14,Q404_14,Q405_1,Q406_14,Q407_14,Q408_1,Q409_14,Q410_14,Q411_1,Q412_14,Q413_14,Q414_1,Q428_14,Q429_14,Q430_1,Q432_14,Q433_14,Q434_1,Q436_14,Q437_14,Q438_1,Q440_14,Q441_14,Q442_1,Q444_14,Q445_14,Q446_1,Q448_14,Q449_14,Q450_1,Q452_14,Q453_14,Q454_1,Q456_14,Q457_14,Q458_1,Q460_14,Q461_14,Q462_1,Q267,Q98,Q99,Q100,Q101,Q102_1,Q103,FL_89_DO,FL_50_DO,FL_88_DO,FL_104_DO
11/02/2022 06:55,11/02/2022 07:00,IP Address,78.17.251.205,100,280,TRUE,11/02/2022 07:00,R_2WG7vp2vHDx4teI,,,,,52.66690063,-8.62739563,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",6006be0ee3dca9052e5eeeaa,41,Male,Yes,5,4,50,50,30,90,95,60,0,50,0,0,100,0,0,100,0,0,90,0,0,45,10,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think a lot of the answers were based on the fact that questions related to presentation and visual aspects - i dont think they really related to performance or ability,Extremely clear,Extremely clear,Moderately easy,Somewhat short,0,,FL_91,haircut|smartwatch|privatesector|advanceddegree|goskiing|sleep|expensiveclothes|officeplant|penthouse,,
11/02/2022 06:57,11/02/2022 07:00,IP Address,94.193.166.71,100,185,TRUE,11/02/2022 07:00,R_dncvcjYfaJG4DZL,,,,,51.65319824,-3.289001465,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5cfe7e8bc2acc60001196300,38,Female,Yes,5,2,100,100,69,50,75,38,0,100,0,0,100,0,0,89,0,0,100,0,0,94,0,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,If you’re more qualified you should be able to negotiate a higher salary - living in a posh apartment or having a nice haircut shouldn’t affect it ,Extremely clear,Extremely clear,Extremely easy,Just right,0,Nothing to add ,FL_91,haircut|goskiing|smartwatch|sleep|expensiveclothes|privatesector|officeplant|penthouse|advanceddegree,,
11/02/2022 06:54,11/02/2022 07:02,IP Address,212.129.83.245,100,433,TRUE,11/02/2022 07:02,R_08mZWtWrKdZrUC5,,,,,53.3381958,-6.259094238,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5f46820fcf849e047724740c,33,Male,Yes,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,80,85,65,51,80,9,51,2,60,21,15,13,50,4,72,61,2,81,51,9,80,65,2,91,81,5,"Many of the aspects the AI used to predict salary were superficial. In a lot of cases they show someone has access to more money but that doesn't mean that Tom's salary will increase if he copies these traits. Others, such as gaining a higher degree are more likely to translate to Tom actually increasing his salary. ",Extremely clear,Extremely clear,Moderately easy,Just right,0,,FL_103,,,smartwatchAIpred+expl|goskiingAIpred+expl|privatesectorAIpred+expl|officeplantAIpred+expl|expensiveclothesAIpred+expl|haircutAIpred+expl|penthouseAIpred+expl|sleepAIpred+expl|advanceddegreeAIpred+expl
11/02/2022 06:55,11/02/2022 07:02,IP Address,86.2.84.73,100,418,TRUE,11/02/2022 07:02,R_1jIdXc7j907sfR2,,,,,55.89950562,-3.523696899,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",6165a0ac0cec4a59a30ffc33,42,Female,Yes,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,40,90,90,70,20,50,1,40,70,25,0,60,1,30,80,10,80,90,30,99,95,2,90,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,You can't judge what people earn by the clothes they wear orhair cuts they get etc. As some people on a lower income prioitise how they look over other things. ,Extremely clear,Extremely clear,Moderately easy,Just right,1,,FL_92,,penthouseAIpred|expensiveclothesAIpred|advanceddegreeAIpred|smartwatchAIpred|haircutAIpred|goskiingAIpred|privatesectorAIpred|sleepAIpred|officeplantAIpred,
11/02/2022 06:55,11/02/2022 07:02,IP Address,86.142.187.20,100,416,TRUE,11/02/2022 07:02,R_3scrL1Wg8IQ7mxQ,,,,,54.85339355,-1.514694214,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5e983ecee05ce203b302a469,64,Female,Yes,3,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,68,83,20,54,13,6,100,6,20,100,13,10,100,8,7,99,5,12,96,41,60,96,37,87,100,49,Many people use credit to buy clothes gadgets pay for holiday,Moderately clear,Moderately clear,Moderately easy,Just right,1,,FL_103,,,penthouseAIpred+expl|smartwatchAIpred+expl|privatesectorAIpred+expl|advanceddegreeAIpred+expl|haircutAIpred+expl|expensiveclothesAIpred+expl|officeplantAIpred+expl|goskiingAIpred+expl|sleepAIpred+expl
11/02/2022 06:56,11/02/2022 07:02,IP Address,176.250.92.102,100,336,TRUE,11/02/2022 07:02,R_3nIYWewWp5flNf6,,,,,57.13859558,-2.176101685,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5b598a0bbea4d50001fe147f,37,Female,Yes,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50,70,100,100,50,0,50,0,20,50,0,0,100,0,20,50,0,50,50,0,70,30,100,90,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't believe actions / material items are always linked to salary,Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,goskiingAIpred|sleepAIpred|haircutAIpred|privatesectorAIpred|penthouseAIpred|expensiveclothesAIpred|officeplantAIpred|smartwatchAIpred|advanceddegreeAIpred,
11/02/2022 06:54,11/02/2022 07:02,IP Address,86.131.112.116,100,465,TRUE,11/02/2022 07:02,R_u37fmbEE4Lecjv3,,,,,51.37379456,0.49130249,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5891da1e39f3830001767a0c,59,Female,Yes,3,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,60,59,84,70,79,18,42,7,39,40,39,59,50,28,59,60,59,39,71,32,80,83,48,91,90,73,"if you have a higher salary then you can afford more things,   but some things poorer people have anyway,    have expensive clothes does not mean you are good at your job. ",Slightly unclear,Neither clear nor unclear,Slightly difficult,Just right,2,,FL_103,,,expensiveclothesAIpred+expl|penthouseAIpred+expl|goskiingAIpred+expl|haircutAIpred+expl|advanceddegreeAIpred+expl|sleepAIpred+expl|officeplantAIpred+expl|privatesectorAIpred+expl|smartwatchAIpred+expl
11/02/2022 06:54,11/02/2022 07:02,IP Address,82.8.168.248,100,507,TRUE,11/02/2022 07:02,R_2c0C0hR6lSUxF7m,,,,,51.52450562,-0.156692505,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5af2f9d5dd84460001c1dd2a,41,Female,Yes,4,1 - Not at all familiar,57,61,32,14,89,1,1,100,1,1,100,1,1,100,1,1,100,1,7,89,1,91,93,1,19,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I found some of these examples a little unclear actually, eg the employees who often ski. I assumed if someone can afford to take lots of expensive holidays they are already in a well paying job. Obviously a person who does this anyway wouldn't be employed in a well paying job due to this.",Slightly unclear,Slightly unclear,Slightly easy,Just right,0,"Just that I found a couple of the questions quite confusing, as I think they could be interpreted in more than one way.",FL_91,officeplant|advanceddegree|smartwatch|haircut|privatesector|goskiing|penthouse|sleep|expensiveclothes,,
11/02/2022 06:58,11/02/2022 07:03,IP Address,46.64.165.130,100,317,TRUE,11/02/2022 07:03,R_25tnywmlYeVFXCY,,,,,52.70500183,-2.443206787,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5f9531aba2e73437e84922d0,22,Female,Yes,4,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,83,85,52,60,54,65,35,5,19,60,2,8,82,6,44,64,7,75,71,5,82,83,6,100,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,"furthering your education is the best way to increase your salary, whilst buying material items would not",Extremely clear,Moderately clear,Just right,Just right,0,,FL_92,,haircutAIpred|sleepAIpred|penthouseAIpred|advanceddegreeAIpred|expensiveclothesAIpred|officeplantAIpred|privatesectorAIpred|goskiingAIpred|smartwatchAIpred,
11/02/2022 06:57,11/02/2022 07:03,IP Address,5.151.95.0,100,337,TRUE,11/02/2022 07:03,R_2qmdrIMupev4cI3,,,,,53.95730591,-1.083694458,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5fe8b8bc4b3bdc75737d120c,19,Male,Yes,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,85,20,44,23,8,95,6,62,85,25,7,93,0,37,52,0,15,27,0,91,59,0,100,79,32,It is unlikely that any of the scenarios would lead to a higher salary. Instead it is a higher salary that leads to the majority of those scenarios. ,Moderately clear,Extremely clear,Just right,Just right,2,,FL_103,,,smartwatchAIpred+expl|officeplantAIpred+expl|advanceddegreeAIpred+expl|penthouseAIpred+expl|haircutAIpred+expl|goskiingAIpred+expl|sleepAIpred+expl|privatesectorAIpred+expl|expensiveclothesAIpred+expl
11/02/2022 06:59,11/02/2022 07:04,IP Address,5.67.24.203,100,289,TRUE,11/02/2022 07:04,R_1HhHeTvVkciWzas,,,,,54.87060547,-2.945999146,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",55c26b62fdf99b545c373a2a,41,Female,Yes,5,1 - Not at all familiar,71,80,91,52,51,52,71,81,80,1,100,1,1,100,1,49,51,50,9,50,19,1,100,1,62,72,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"clothes and hair cuts wont affect your salary, education and ability will affect your salary ",Moderately clear,Extremely clear,Moderately easy,Just right,0,,FL_91,expensiveclothes|advanceddegree|privatesector|goskiing|penthouse|haircut|sleep|smartwatch|officeplant,,
11/02/2022 06:57,11/02/2022 07:04,IP Address,84.66.162.102,100,457,TRUE,11/02/2022 07:04,R_OvOHR4FVOPnfudX,,,,,53.81950378,-1.606002808,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5e68d54d1e4f0a1789e9b2fb,20,Female,Yes,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,100,70,85,70,75,70,100,0,50,100,0,50,70,0,75,100,0,60,100,0,85,100,0,95,100,0,Lifestyle changes & possessions don't always correlate with higher salaries & wealth - just cause you've gotten an expensive hair cut & wear branded clothing doesn't entitle you to a promotion.,Moderately clear,Slightly unclear,Just right,Just right,2,,FL_103,,,goskiingAIpred+expl|expensiveclothesAIpred+expl|penthouseAIpred+expl|sleepAIpred+expl|smartwatchAIpred+expl|privatesectorAIpred+expl|haircutAIpred+expl|advanceddegreeAIpred+expl|officeplantAIpred+expl
11/02/2022 06:56,11/02/2022 07:04,IP Address,163.116.162.117,100,517,TRUE,11/02/2022 07:04,R_3koxFrR3ftkIvUP,,,,,51.50950623,-0.095504761,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",6101ac21e397f5c4a21df0e5,25,Female,Yes,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,40,65,56,48,49,10,76,1,55,16,8,11,92,3,82,61,20,47,36,21,100,100,10,92,71,20,"access to certain items doesn't guarantee that you will get a higher salary, especially if they're not directly related to your job",Moderately clear,Extremely clear,Extremely easy,Just right,0,,FL_103,,,haircutAIpred+expl|sleepAIpred+expl|penthouseAIpred+expl|advanceddegreeAIpred+expl|privatesectorAIpred+expl|expensiveclothesAIpred+expl|officeplantAIpred+expl|smartwatchAIpred+expl|goskiingAIpred+expl
11/02/2022 06:59,11/02/2022 07:05,IP Address,37.228.243.117,100,306,TRUE,11/02/2022 07:05,R_3qkQ7GcZ5E5Eswy,,,,,53.3381958,-6.259094238,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",60e7f3b51a001e8279f6de27,49,Female,Yes,4,3,93,98,100,83,89,86,1,100,1,19,81,15,4,100,2,50,50,50,50,50,70,80,82,19,70,72,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,While skiing and expensive haircuts will project a certain image Tom shouldn't do them unless he has the money.  Investing in education or seeking a job in the private sector is the best strategy,Extremely clear,Moderately clear,Just right,Just right,0,,FL_91,sleep|expensiveclothes|haircut|penthouse|smartwatch|goskiing|privatesector|advanceddegree|officeplant,,
11/02/2022 07:00,11/02/2022 07:05,IP Address,165.225.199.28,100,298,TRUE,11/02/2022 07:05,R_1o0eHtYVNYij6o7,,,,,53.47340393,-2.314193726,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",60e4b0afe802caf0d246a002,42,Female,Yes,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,85,90,15,80,20,1,94,4,4,100,1,1,100,1,2,100,4,5,98,4,1,100,1,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,how many times and where you go on holidays doesnt show if you are on a high salary its nonense,Extremely clear,Moderately clear,Extremely easy,Long,0,,FL_92,,privatesectorAIpred|advanceddegreeAIpred|officeplantAIpred|smartwatchAIpred|sleepAIpred|expensiveclothesAIpred|haircutAIpred|goskiingAIpred|penthouseAIpred,
11/02/2022 06:57,11/02/2022 07:05,IP Address,92.19.25.95,100,456,TRUE,11/02/2022 07:05,R_3GdkJddrtdk8oG3,,,,,51.57009888,-0.3309021,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",594cd4b6ae4bf7000128a640,64,Female,Yes,5,1 - Not at all familiar,80,83,92,81,82,79,51,63,1,3,100,3,4,100,0,10,100,5,10,100,34,93,94,14,71,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some people on lower salaries prefer/make provisions for good haircuts and good clothes.  I would not recommend he has am
N expensive haircut to get a higher salary but would recommend he gets a decent one to look smart and confident which may increase his chances of promotion. ",Extremely clear,Extremely clear,Just right,Just right,1,All good ,FL_91,officeplant|penthouse|privatesector|expensiveclothes|goskiing|sleep|advanceddegree|haircut|smartwatch,,
11/02/2022 06:59,11/02/2022 07:05,IP Address,86.10.129.11,100,393,TRUE,11/02/2022 07:05,R_R9qXGCpFeGsepRD,,,,,51.27960205,-0.833694458,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5c59390c34bba40001b72c23,40,Female,Yes,2,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,40,53,50,29,49,40,28,19,73,60,8,50,50,41,62,51,28,81,62,26,100,82,31,92,71,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The actions, possessions, homes etc may be a sign that people are earning more but by doing / having them it does not mean your salary will increase. They have no effect on the job you do. ",Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,smartwatchAIpred|haircutAIpred|officeplantAIpred|expensiveclothesAIpred|advanceddegreeAIpred|privatesectorAIpred|sleepAIpred|penthouseAIpred|goskiingAIpred,
11/02/2022 06:59,11/02/2022 07:05,IP Address,90.201.47.2,100,357,TRUE,11/02/2022 07:05,R_VVIUokMRRW0SUEh,,,,,53.45579529,-1.502304077,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5a94779df05361000171b4fe,61,Female,Yes,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,83,89,51,32,64,51,44,15,63,53,63,1,84,1,69,80,66,61,69,51,74,75,27,57,62,28,I just answered the questions using my instinct.,Moderately clear,Moderately clear,Slightly easy,Just right,0,,FL_103,,,privatesectorAIpred+expl|expensiveclothesAIpred+expl|penthouseAIpred+expl|haircutAIpred+expl|goskiingAIpred+expl|smartwatchAIpred+expl|sleepAIpred+expl|advanceddegreeAIpred+expl|officeplantAIpred+expl
11/02/2022 06:54,11/02/2022 07:06,IP Address,89.101.235.182,100,723,TRUE,11/02/2022 07:06,R_2txk5zFXwJcJXMR,,,,,52.25680542,-7.109695435,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",612f36ffdba08ffd6032560a,35,Female,Yes,5,1 - Not at all familiar,50,99,99,71,97,91,6,96,3,70,92,8,10,95,50,17,89,10,93,100,51,71,92,3,92,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,answered based on my perspective,Extremely clear,Moderately clear,Extremely easy,Just right,0,,FL_91,officeplant|haircut|penthouse|advanceddegree|privatesector|smartwatch|goskiing|expensiveclothes|sleep,,
11/02/2022 06:55,11/02/2022 07:06,IP Address,2.24.167.25,100,684,TRUE,11/02/2022 07:06,R_2QJKVBynK0UkH7e,,,,,51.477005,-0.195907593,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5c50c17da7761b00014a17d5,63,Other,Yes,4,1 - Not at all familiar,29,60,10,23,52,59,9,29,0,14,26,1,29,60,0,45,55,8,31,42,8,73,74,1,75,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,more of the attributes relate to people who already have a higher salary but would not necessarily help someopne to get one in the majority of industries/workplaces,Extremely Unclear,Moderately unclear,Slightly difficult,Long,1,it felt very vague - higher than what? in what field? a masters might be useful in some scenarios ut not in others - what will help any individual get a higher salary is going to depend on so many factors (but i might just go out and buy a plant!),FL_91,advanceddegree|sleep|haircut|officeplant|goskiing|privatesector|penthouse|expensiveclothes|smartwatch,,
11/02/2022 07:03,11/02/2022 07:06,IP Address,90.197.63.111,100,183,TRUE,11/02/2022 07:06,R_3e3oI855ThJJ22T,,,,,51.9335022,1.239395142,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",59317a9fe7866d00016187e7,31,Female,Yes,4,3,6,100,49,50,50,44,50,50,5,100,71,58,6,4,5,70,58,52,11,11,10,82,82,40,100,81,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i based my answers on real life,Moderately clear,Moderately clear,Just right,Just right,0,,FL_91,goskiing|privatesector|smartwatch|penthouse|haircut|advanceddegree|sleep|officeplant|expensiveclothes,,
11/02/2022 07:01,11/02/2022 07:07,IP Address,109.158.241.24,100,335,TRUE,11/02/2022 07:07,R_1mCvGVDKCjVcSzS,,,,,51.06750488,-0.361999512,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5c8d12309d2bff0019b4054a,41,Female,Yes,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,81,90,60,40,71,51,21,10,40,41,18,28,61,8,81,94,51,61,52,32,92,90,40,80,81,62, I tried to think how anybody would increase their salary. I.e less sleep does not mean you work more productive etc,Moderately clear,Slightly clear,Just right,Just right,9,,FL_103,,,haircutAIpred+expl|privatesectorAIpred+expl|smartwatchAIpred+expl|advanceddegreeAIpred+expl|expensiveclothesAIpred+expl|goskiingAIpred+expl|officeplantAIpred+expl|sleepAIpred+expl|penthouseAIpred+expl
11/02/2022 07:01,11/02/2022 07:07,IP Address,85.255.234.180,100,310,TRUE,11/02/2022 07:07,R_3rYfcWgBkxdzS5K,,,,,51.49639893,-0.122406006,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",604d6ed78b4ba396c3b6c40d,22,Female,Yes,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,65,84,93,84,73,7,37,2,25,35,2,2,28,1,73,47,4,76,73,6,94,86,1,89,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,wouldnt reccomend most things in the hope of getting a higher salary as they are a consequence of having more money - not the reason why their salary is higher,Moderately clear,Moderately clear,Moderately easy,Just right,1,,FL_92,,expensiveclothesAIpred|haircutAIpred|penthouseAIpred|sleepAIpred|privatesectorAIpred|goskiingAIpred|advanceddegreeAIpred|smartwatchAIpred|officeplantAIpred,
11/02/2022 07:03,11/02/2022 07:07,IP Address,109.146.37.204,100,219,TRUE,11/02/2022 07:07,R_1jpORhwUsdRPs85,,,,,50.9026947,-0.012405396,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",60341b46f94c662021025cf9,35,Male,Yes,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,65,85,66,28,7,50,9,16,83,22,39,99,23,44,100,29,100,100,83,87,100,59,100,100,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some things dont relate to salary,Extremely clear,Moderately clear,Just right,Somewhat short,3,,FL_92,,goskiingAIpred|penthouseAIpred|expensiveclothesAIpred|officeplantAIpred|haircutAIpred|privatesectorAIpred|smartwatchAIpred|advanceddegreeAIpred|sleepAIpred,
11/02/2022 06:58,11/02/2022 07:07,IP Address,176.249.186.139,100,523,TRUE,11/02/2022 07:07,R_2UgQbJhSby5lpVQ,,,,,53.75,-1.675506592,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5dc82434470f625ad88430d3,31,Female,Yes,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,100,100,87,98,81,100,82,0,82,91,0,50,71,92,66,81,61,71,91,0,100,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think that there are indicators of wealth and only those who have the luxury of spending will be able to afford certain things. It also doesn’t make sense to buy material things if you cannot afford them in the hope of gaining a better salary. Investing in your education however is a sensible way to increase your income. ,Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,expensiveclothesAIpred|advanceddegreeAIpred|haircutAIpred|officeplantAIpred|sleepAIpred|smartwatchAIpred|goskiingAIpred|privatesectorAIpred|penthouseAIpred,
11/02/2022 07:03,11/02/2022 07:07,IP Address,81.104.1.137,100,257,TRUE,11/02/2022 07:07,R_1ffm0tMFgPsOM5e,,,,,55.8309021,-4.214294434,anonymous,EN,"I have read the information on this page,I have had the opportunity to ask questions,I understand that my data will be held anonymously and as such, my responses cannot be traced back to me individually.,I understand that I am free to withdraw from the study without penalty if I so wish, simply by closing my browser.,I consent to participate in this research study.",5925983516210d000173801f,37,Female,Yes,5,1 - Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,34,48,1,95,1,1,84,1,1,82,1,1,53,1,1,99,1,2,100,1,86,75,66,96,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"personal belongings should not show amount people earn.  I know people with no money with certain things and ""old money"" who do not",Extremely clear,Extremely clear,Extremely easy,Just right,0,,FL_92,,penthouseAIpred|smartwatchAIpred|advanceddegreeAIpred|officeplantAIpred|privatesectorAIpred|haircutAIpred|expensiveclothesAIpred|sleepAIpred|goskiingAIpred,
